start_m,start_s,end_m,end_s,half,from,to,type,subtype,nearest_pressure,start_x,start_y,end_x,end_y,press_x,press_y
91,4,91,7,2,lindelof,varane,pass,b.a,nketiah,52.8,31.6,41,56.9,,
91,7,91,8,2,varane,mata,pass,f,,41,56.9,57.7,63.6,,
91,9,91,11,2,mata,varane,pass,b.a,odegaard,57.7,63.6,48.9,59.5,,
91,11,91,12,2,varane,,dribble,f,,48.9,59.5,54,55.3,,
91,15,,,2,gabriel,,clearance,header,rashford,88.9,31.9,,,,
91,16,,,2,xhaka,,won,loose.ball,,77.5,29.9,,,,
91,16,91,19,2,xhaka,,dribble,f,ronaldo,77.5,29.9,74.9,26.6,,
91,19,91,22,2,xhaka,odegaard,pass,s,ronaldo,74.9,26.6,77,58,,
91,22,91,23,2,odegaard,tomiyasu,pass,s,telles,77,58,82.6,54.1,,
91,23,91,24,2,tomiyasu,odegaard,pass,f,mata,82.6,54.1,76.8,58.3,,
91,25,91,26,2,odegaard,elneny,pass,f,mata,76.8,58.3,78.6,53,,
91,26,91,28,2,elneny,tomiyasu,pass,f,tomiyasu,78.6,53,48.2,61.2,,
91,28,91,32,2,tomiyasu,,dribble,f,,48.2,61.2,28.6,66.9,,
92,0,,,2,odegaard,,set,freekick,,26.9,68.1,,,,
92,0,92,1,2,odegaard,elneny,pass,s,,26.9,68.1,31.7,66,,
92,1,92,2,2,elneny,tomiyasu,pass,f,mata,31.7,66,22.6,64.5,,
92,2,92,4,2,tomiyasu,odegaard,pass,s,telles,22.6,64.5,25.5,67.6,,
92,4,,,2,mata,,won,tackled,odegaard,25.7,67.9,,,,
92,6,92,7,2,mata,rashford,pass,f,odegaard,25.7,67.9,30.8,66.1,,
92,7,92,9,2,rashford,,dribble,s,odegaard,30.8,66.1,28.4,58.4,,
92,9,92,10,2,rashford,mctominay,pass,s,odegaard,28.4,58.4,23.4,52,,
92,10,92,15,2,mctominay,,dribble,s,nketiah,23.4,52,25,33.3,,
92,15,92,17,2,mctominay,dalot,pass,f,nketiah,25,33.3,34.6,8.9,,
92,17,92,19,2,dalot,,dribble,f,martinelli,34.6,8.9,47,8.3,,
92,19,92,20,2,dalot,lingard,pass,f,martinelli,47,8.3,59.2,22.1,,
92,20,92,21,2,lingard,,dribble,s,gabriel,59.2,22.1,59.5,17.8,,
92,24,,,2,tavares,,won,duel.won,dalot,94.8,9.2,,,,
92,24,92,27,2,tavares,,dribble,b,dalot,94.8,9.2,98.6,6.1,,
92,27,92,28,2,tavares,martinelli,pass,f,dalot,98.6,6.1,88.1,6.5,,
92,29,92,30,2,martinelli,xhaka,pass,s,lingard,88.1,6.5,81.4,12.4,,
92,31,92,32,2,xhaka,nketiah,pass,f,lingard,81.4,12.4,67.6,7.5,,
92,32,92,33,2,nketiah,martinelli,pass,s,mctominay,67.6,7.5,73,3.5,,
92,33,92,34,2,martinelli,nketiah,pass,s,mctominay,73,3.5,68.7,9.8,,
92,35,92,36,2,nketiah,xhaka,pass,b,sancho,68.7,9.8,74.7,17.8,,
92,36,92,37,2,xhaka,elneny,pass,s,sancho,74.7,17.8,71.2,26.7,,
92,37,92,38,2,elneny,,dribble,s,,71.2,26.7,71.2,28.7,,
92,38,92,40,2,elneny,odegaard,pass,s,,71.2,28.7,59,49.3,,
92,40,92,42,2,odegaard,,dribble,f,mata,59,49.3,48.3,49.6,,
92,42,,,2,mata,odegaard,won,tackled,,47.9,49.9,,,,
92,42,92,49,2,mata,,dribble,f,elneny,47.9,49.9,79.6,56.9,,
92,50,,,2,ramsdale,,shot.defence,collect,,97.1,34,,,,
92,50,92,4,2,ramsdale,,dribble,f,,97.1,34,90.7,27.5,,
93,4,93,5,2,ramsdale,elneny,pass,f,lingard,90.7,27.5,75.9,30.3,,
93,5,93,9,2,elneny,,dribble,f,rashford,75.9,30.3,62.8,48.4,,
93,9,93,12,2,elneny,tomiyasu,pass,f,rashford,62.8,48.4,56.6,63.9,,
93,13,93,15,2,tomiyasu,,dribble,b,,56.6,63.9,59.1,64.3,,
93,15,93,15,2,tomiyasu,xhaka,pass,s,lingard,59.1,64.3,58.3,57.1,,
93,15,93,15,2,xhaka,tomiyasu,pass,s,lingard,58.3,57.1,58.3,57.1,,
93,17,93,19,2,tomiyasu,,dribble,f,lingard,64.7,64,59.9,68,,
93,30,,,2,telles,,set,throwin,nketiah,41.6,68.2,,,,
93,33,93,35,2,varane,lindelof,pass,s,nketiah,30.5,54.1,29.4,37.3,,
93,36,93,37,2,lindelof,dalot,pass,f,nketiah,29.4,37.3,35,10.4,,
93,40,93,41,2,dalot,lindelof,pass,b,martinelli,35,10.4,22.7,18.5,,
93,43,93,44,2,lindelof,varane,pass,s,nketiah,22.7,18.5,30.3,48.3,,
93,44,93,46,2,varane,,dribble,,,30.3,48.3,34.5,51.7,,
93,46,93,47,2,varane,telles,pass,f,,34.5,51.7,46.7,63.9,,
93,47,93,50,2,telles,mctominay,pass,s,,46.7,63.9,45.8,53.9,,
93,50,93,52,2,mctominay,lindelof,pass,s,elneny,45.8,53.9,41.5,28.6,,
93,52,93,54,2,lindelof,,dribble,f,,41.5,28.6,44.3,26.1,,
93,54,93,55,2,lindelof,sancho,pass,s,sancho,44.3,26.1,54.5,10.2,,
93,55,93,59,2,sancho,,dribble,s,,54.5,10.2,55.4,17.8,,
